200 500
58 43 1
0 63 4
56 1 7
150 195 5
64 132 10
85 103 5
67 161 4
190 82 6
86 124 5
111 164 8
185 197 6
191 152 8
86 189 3
141 155 10
30 26 4
54 97 6
48 191 10
155 28 7
67 62 3
104 15 6
126 183 10
133 20 5
147 86 3
129 132 5
100 108 6
149 145 5
136 94 1
115 185 8
167 103 9
147 20 4
21 34 1
65 48 10
119 193 6
77 182 2
169 95 1
151 15 8
7 195 9
97 55 5
180 183 5
141 93 3
15 22 1
37 34 2
86 0 4
113 172 10
87 197 4
42 78 2
95 137 2
103 99 6
175 154 3
49 142 2
95 119 10
107 120 5
176 46 7
123 107 7
97 104 7
57 82 9
72 153 2
42 20 4
82 192 4
162 77 6
165 74 6
12 4 10
80 37 8
52 196 1
151 129 4
1 173 1
189 141 2
103 87 7
96 10 10
70 141 2
198 163 8
129 179 9
160 53 7
114 190 4
176 128 4
9 45 1
96 75 3
89 111 2
24 10 10
148 47 8
32 72 8
174 5 7
185 46 2
170 38 10
30 93 8
142 87 6
23 192 5
188 177 10
161 109 2
123 85 6
98 81 9
33 78 9
52 7 1
159 3 8
170 56 1
31 198 3
94 15 8
139 47 6
59 78 4
127 9 9
14 39 10
155 81 1
27 9 1
143 158 7
23 143 2
77 66 2
14 120 6
118 100 1
178 2 8
117 64 6
96 8 4
31 162 1
166 95 7
98 156 6
86 49 3
21 54 7
119 45 8
81 3 3
75 102 10
101 116 6
160 31 4
173 128 10
21 171 6
10 87 5
160 90 3
14 154 3
2 25 9
86 33 10
166 44 9
69 80 6
113 178 4
154 78 6
188 28 1
145 172 5
116 94 10
154 166 10
138 148 6
65 34 9
176 62 4
179 132 10
137 100 10
1 118 10
84 28 2
61 179 5
77 79 3
17 23 2
125 85 5
120 157 2
124 152 9
72 24 4
149 99 2
62 46 10
78 109 1
99 157 2
179 72 10
124 4 9
3 109 10
126 3 2
123 166 1
17 122 3
71 108 9
102 26 5
183 37 9
74 152 5
25 77 8
155 147 5
149 115 1
127 56 10
122 6 5
29 78 7
123 13 5
139 93 2
110 96 9
181 60 2
87 82 7
104 150 6
152 151 6
194 19 1
194 29 3
189 56 9
70 191 10
63 25 2
194 119 6
102 114 10
164 154 8
100 8 2
89 193 1
120 188 3
143 14 4
139 50 8
4 97 7
76 194 1
128 7 1
184 127 4
166 139 9
26 107 4
35 43 7
34 33 6
181 57 4
54 178 7
31 17 3
168 18 4
57 5 4
17 23 2
9 149 3
114 134 3
7 163 6
150 2 8
73 117 3
103 44 1
149 22 5
2 172 9
116 71 7
26 133 5
186 126 8
101 77 10
1 126 5
137 4 6
145 171 4
84 48 4
155 73 4
21 76 6
102 0 10
102 165 6
40 134 4
12 20 3
148 88 9
7 140 2
69 74 7
168 109 8
123 197 6
57 127 4
37 122 4
140 139 7
18 82 1
110 143 2
151 156 8
143 108 6
107 118 5
8 48 3
167 168 6
82 148 7
17 113 6
195 158 8
7 59 3
189 121 2
53 130 6
143 56 8
118 55 5
129 190 9
48 127 3
65 43 5
