500 890
174 440 3
216 187 8
297 473 7
401 134 4
302 201 9
460 419 4
184 369 6
25 258 7
416 272 1
300 458 5
359 206 4
28 407 10
323 427 4
203 269 7
482 428 7
357 495 1
402 182 9
53 442 4
210 317 4
464 484 8
130 300 4
130 440 10
9 352 6
481 448 1
407 321 5
3 233 5
488 109 10
259 286 7
469 329 7
213 8 5
349 178 9
309 398 2
229 154 8
359 439 3
500 426 2
308 102 4
372 198 2
47 22 1
147 471 5
302 473 5
71 80 10
207 226 6
348 146 3
242 49 6
267 337 2
464 116 8
288 26 7
324 7 5
339 99 2
79 306 6
93 463 7
491 130 4
128 360 10
219 258 8
63 296 3
96 176 1
460 271 9
43 16 1
268 425 9
322 11 6
59 189 1
18 227 3
168 469 3
333 10 10
152 83 4
143 293 10
484 431 3
43 264 5
346 359 6
311 30 9
468 358 1
143 169 5
25 19 8
199 272 2
233 38 9
170 116 7
211 159 8
171 62 2
180 121 8
226 229 4
482 482 2
192 97 1
136 426 7
43 230 5
246 430 5
441 100 8
63 393 10
322 394 7
268 448 3
202 44 2
411 365 8
102 48 4
14 235 10
325 287 9
105 104 5
288 104 1
447 232 1
167 441 10
20 336 3
338 246 7
214 395 9
399 257 10
115 339 5
75 450 5
314 224 2
295 379 8
405 336 10
5 325 3
408 93 1
43 251 5
314 248 1
165 140 3
497 425 2
313 72 3
488 33 7
184 497 3
382 2 6
80 70 4
20 450 4
486 271 10
61 21 1
389 63 4
126 297 2
242 458 5
250 121 7
489 446 10
78 359 10
189 115 1
257 227 9
498 318 5
302 402 6
6 81 4
362 80 5
372 222 8
167 383 3
121 101 8
498 117 1
449 472 9
127 85 1
499 365 9
61 402 7
375 325 1
127 91 9
168 306 9
170 331 6
429 496 4
162 450 10
480 77 10
446 279 2
408 454 7
88 374 8
386 421 8
27 52 10
75 25 9
240 275 9
443 20 10
241 195 3
423 222 10
44 407 1
49 94 9
417 354 8
94 216 2
196 249 9
373 72 2
81 134 10
372 493 10
454 392 6
451 105 2
36 14 2
181 220 3
27 449 10
139 412 2
41 95 5
462 404 9
361 435 7
49 451 3
121 450 9
138 32 10
273 43 4
415 50 7
20 320 4
380 422 9
172 379 1
49 65 4
100 153 4
381 66 4
300 364 10
425 93 5
312 434 8
120 349 9
419 324 5
239 209 7
74 469 5
381 4 7
289 56 2
309 42 10
301 416 4
164 147 3
16 95 2
155 139 5
131 455 8
28 85 2
358 365 8
344 413 9
28 168 2
469 336 9
486 232 7
35 350 5
311 460 9
12 91 9
213 127 10
180 316 2
93 466 2
229 285 3
409 489 5
253 249 2
232 407 7
61 121 9
228 495 6
404 381 6
123 66 2
345 160 3
287 50 8
384 247 10
270 221 7
28 237 4
7 490 9
216 250 7
108 442 6
318 265 6
77 121 3
309 168 1
395 127 5
193 348 2
91 239 9
450 471 7
230 114 2
416 464 4
362 325 6
200 416 1
31 200 2
278 20 6
234 119 9
173 25 1
446 392 4
256 289 8
357 458 1
287 434 5
432 228 2
217 238 7
326 90 10
489 369 5
147 89 3
29 135 2
441 16 9
251 408 1
213 32 8
97 261 1
149 440 9
331 84 3
81 111 3
190 467 7
213 292 1
2 171 3
75 79 10
43 492 5
456 406 8
338 234 1
399 6 10
441 436 8
95 407 9
385 65 10
86 199 10
468 399 7
7 473 9
22 472 6
159 315 1
495 481 6
449 12 3
415 298 9
268 330 3
443 418 3
62 439 5
177 120 3
378 317 2
212 301 3
265 197 3
249 114 2
215 379 7
71 465 3
439 490 3
276 399 10
183 464 10
76 399 7
287 22 6
44 168 5
3 170 7
305 136 5
290 142 7
402 433 4
400 253 9
179 247 7
106 154 5
135 121 8
456 393 2
488 495 8
305 299 3
424 32 10
20 249 5
102 335 7
397 481 8
219 358 3
315 125 4
276 59 8
168 406 4
38 495 1
146 182 4
471 488 10
419 483 4
111 329 2
468 105 4
71 244 1
214 490 3
95 91 8
318 354 7
272 489 5
397 83 9
370 373 4
179 159 2
106 109 7
425 220 5
79 318 8
175 183 6
164 296 3
322 184 7
178 391 1
24 359 7
401 102 8
478 26 2
375 464 1
26 360 6
164 394 6
285 489 10
204 481 10
93 498 6
51 180 6
497 449 4
402 174 5
73 307 8
350 414 1
421 66 4
369 161 9
98 198 3
29 251 2
316 263 1
7 240 2
493 373 10
452 295 3
219 100 6
242 183 10
238 373 8
258 91 9
327 320 9
324 376 7
109 77 6
12 244 6
65 159 10
283 311 8
60 471 2
65 169 5
201 437 4
302 386 6
163 308 7
286 95 1
367 461 6
445 496 6
358 85 2
354 223 3
406 372 3
220 485 6
23 245 6
14 95 10
46 254 2
226 330 4
21 332 5
473 327 3
78 343 7
93 75 3
420 440 1
312 418 4
381 160 6
7 10 1
134 109 2
186 3 9
450 290 3
361 26 7
209 169 8
73 344 2
120 92 6
145 460 7
126 436 10
107 98 3
79 331 8
110 433 8
146 346 4
47 219 5
455 139 9
128 392 3
28 308 2
334 122 8
400 22 7
32 454 9
377 323 8
276 471 9
234 227 4
23 177 4
500 342 6
412 198 10
457 14 10
138 208 7
56 334 8
222 143 7
212 66 3
400 364 5
111 488 4
248 212 5
62 71 4
262 87 7
95 240 7
207 356 7
371 77 2
60 188 6
471 380 5
477 108 7
351 174 3
443 67 4
356 441 4
77 158 3
424 477 9
337 446 5
292 258 1
448 285 10
206 73 8
17 461 2
389 16 3
467 291 8
443 151 6
253 482 3
136 458 1
373 82 9
257 273 10
62 458 4
427 193 4
134 458 9
160 443 6
359 156 3
279 102 1
2 416 9
71 9 1
341 477 9
282 477 3
211 239 9
452 260 10
3 400 5
158 204 10
139 221 2
93 498 6
55 17 3
119 200 3
228 372 8
198 180 1
350 335 2
204 465 5
76 30 6
479 131 2
278 332 1
69 145 6
231 19 3
86 111 7
383 407 5
285 407 3
110 91 4
141 380 4
82 365 1
485 161 5
341 23 5
152 426 4
126 98 4
147 288 2
146 103 9
150 101 8
80 273 6
449 274 3
55 394 1
7 4 10
420 201 6
393 35 10
352 152 8
235 426 4
456 36 9
257 97 10
87 222 7
101 393 7
158 295 8
57 139 7
77 104 2
6 241 10
491 167 7
161 468 5
258 493 5
390 415 6
390 459 1
221 34 3
86 402 10
416 279 6
382 371 6
153 125 1
87 448 9
394 339 10
366 167 1
381 433 8
291 213 1
326 138 6
221 253 4
178 79 5
331 218 1
500 440 9
341 458 2
78 143 6
92 182 5
78 418 4
129 60 5
381 43 6
162 274 7
99 164 9
23 423 7
234 392 5
483 175 2
415 292 2
74 226 5
197 260 1
105 301 1
26 55 8
18 456 6
161 261 9
122 333 5
228 12 9
267 241 7
80 436 10
112 122 6
122 257 3
188 10 10
324 384 9
440 456 3
114 265 8
279 309 4
331 433 9
374 69 7
291 148 9
197 338 2
436 318 4
196 12 1
132 184 5
485 331 2
262 201 7
35 143 6
159 307 4
270 158 10
428 152 4
309 197 3
399 44 4
60 366 7
313 398 5
233 362 6
255 157 8
302 34 3
151 96 7
39 138 7
380 415 9
118 318 4
457 384 6
146 400 3
235 192 2
469 477 4
247 4 10
383 310 10
262 255 10
71 290 2
319 59 10
443 311 10
152 280 9
363 95 5
16 354 4
184 462 1
424 102 2
306 342 4
491 196 2
384 121 1
173 186 3
154 428 8
205 282 2
325 422 10
234 107 10
22 255 6
406 190 6
439 242 6
466 249 3
322 180 1
480 384 4
351 249 10
470 186 1
386 31 10
365 55 4
137 273 1
85 12 6
159 250 7
97 394 2
204 294 6
293 187 7
148 301 2
498 182 8
320 477 2
462 52 9
179 464 6
364 498 9
385 222 6
165 481 1
74 2 4
312 60 2
207 339 7
123 13 2
334 158 9
204 454 7
141 428 7
1 102 9
108 272 10
432 19 1
108 461 2
305 424 7
174 219 5
485 110 5
245 371 4
47 345 2
423 202 2
278 51 5
190 186 4
291 88 1
450 444 6
220 279 2
81 124 8
285 437 6
306 477 8
465 5 9
500 72 2
444 338 3
97 38 3
406 46 9
375 54 2
273 217 6
187 185 8
4 222 3
122 344 1
381 251 3
364 211 8
27 295 1
398 455 6
393 47 6
340 116 9
264 215 5
433 221 2
296 236 2
129 181 1
380 13 9
459 404 1
332 80 2
293 349 2
57 79 1
322 481 5
464 149 8
346 436 3
15 248 5
68 288 8
335 226 6
97 416 10
265 498 8
57 268 6
425 278 1
383 309 2
196 318 6
193 393 2
294 483 3
474 247 5
403 182 5
483 248 9
442 254 2
483 85 6
337 287 6
81 35 7
116 358 10
282 304 6
459 451 5
105 138 5
341 295 5
