1000 1001
659 216 2
991 813 2
461 166 7
763 817 4
223 755 4
183 699 7
782 983 4
327 115 8
407 56 9
39 241 7
447 950 2
864 680 4
860 833 4
318 639 3
185 277 2
642 134 8
862 637 3
795 520 1
456 142 5
458 208 8
391 483 9
449 304 7
112 189 10
62 304 3
524 176 1
617 788 3
268 460 1
735 141 5
423 91 5
593 155 7
878 853 9
562 80 3
129 508 7
490 996 6
518 864 10
229 457 3
902 532 4
990 336 8
452 5 4
310 911 1
722 946 8
965 274 9
218 758 8
467 379 2
718 39 7
225 808 4
472 816 5
782 83 6
109 332 7
514 723 9
160 316 10
865 937 3
954 268 1
313 135 10
347 559 8
347 407 1
601 25 4
502 905 7
47 830 4
117 203 4
171 613 5
308 538 9
54 430 7
767 917 9
241 79 7
730 86 8
764 656 7
930 26 7
715 242 7
298 781 8
506 863 2
939 795 9
438 50 1
517 235 4
821 829 5
707 842 7
168 378 6
311 668 2
564 184 10
249 127 1
924 960 1
479 180 5
560 809 8
393 228 7
61 294 2
490 546 7
55 615 5
23 151 9
880 561 10
595 589 5
206 675 10
921 866 4
579 504 7
292 466 10
416 709 2
972 647 8
292 41 9
702 915 1
214 496 4
688 281 3
314 900 10
719 741 7
986 742 5
974 352 4
643 361 4
618 929 3
655 883 9
404 912 9
489 574 4
618 296 6
482 996 4
119 700 5
825 163 1
811 222 9
524 108 8
609 113 5
184 305 8
528 890 5
744 992 4
482 775 10
168 862 4
4 660 7
282 170 4
371 131 2
845 443 4
116 722 2
547 413 10
655 68 9
936 976 2
685 277 10
711 687 10
985 150 10
573 177 4
155 675 3
428 686 10
989 130 9
254 22 8
485 946 6
878 417 5
197 246 7
239 437 1
75 759 10
930 762 7
750 631 9
500 235 9
890 859 7
841 151 6
66 856 8
410 552 8
417 840 9
806 745 6
749 991 6
886 633 9
808 802 8
970 3 6
986 361 6
64 886 3
902 164 7
242 577 10
176 451 7
77 617 2
824 16 5
164 237 8
429 321 5
141 801 3
388 162 3
889 606 6
576 634 2
144 149 2
232 681 7
479 163 8
695 200 7
356 43 9
379 169 1
632 771 6
776 26 2
383 357 4
460 720 3
422 139 3
651 102 8
539 563 6
639 877 9
112 23 5
509 376 7
414 801 10
874 238 6
762 946 8
245 873 5
13 879 6
571 78 8
37 543 4
858 557 1
682 31 3
326 571 8
7 732 8
834 412 8
105 338 8
294 112 2
684 434 5
568 823 8
730 31 1
948 53 6
685 780 10
81 117 4
201 2 10
144 39 6
835 440 9
499 401 3
557 465 3
578 606 2
393 142 3
631 338 4
446 223 8
266 578 3
509 303 5
840 785 6
689 420 3
457 309 1
889 116 5
656 748 8
423 743 4
387 300 10
611 384 3
603 581 9
557 1 2
689 422 6
397 644 5
982 172 4
353 203 8
290 536 10
344 151 5
230 327 3
910 996 5
563 404 4
128 332 4
851 84 7
538 653 2
305 607 7
877 731 4
747 479 10
443 636 2
412 201 3
395 828 5
248 104 10
999 684 6
950 631 7
197 73 8
695 932 2
83 978 10
927 278 1
547 272 4
134 699 1
367 264 9
511 199 7
23 437 6
350 936 2
350 204 6
880 26 7
926 455 5
62 641 2
946 795 7
116 846 2
766 754 3
435 798 9
371 184 5
894 230 4
14 808 6
130 909 7
220 110 2
594 218 9
158 85 2
120 894 3
704 524 6
24 247 6
516 501 1
777 222 9
71 117 10
103 896 1
990 450 9
364 791 3
677 464 9
331 417 8
629 507 2
212 211 7
853 727 1
551 953 10
353 496 3
795 612 10
62 235 3
373 578 5
265 327 3
324 370 9
715 559 1
836 298 9
984 312 6
737 349 8
717 752 9
652 877 4
812 666 5
484 672 5
873 820 2
435 286 7
700 150 6
890 465 1
593 285 10
487 866 3
313 611 9
206 691 9
893 809 3
482 725 8
432 986 10
71 734 4
814 437 1
357 359 3
804 568 2
980 525 9
754 466 6
536 563 6
497 987 1
713 574 4
891 985 4
919 610 6
782 889 1
670 421 8
263 972 3
150 326 8
846 189 4
86 848 7
734 26 2
988 492 8
192 721 3
175 554 7
984 783 6
988 412 10
454 377 7
497 661 1
884 542 1
555 54 6
709 83 2
200 922 7
461 187 9
69 986 9
952 707 3
86 946 10
281 655 3
853 182 7
66 800 2
889 697 10
600 820 4
229 302 9
174 847 7
470 936 1
398 28 6
860 700 4
179 1 10
714 872 4
478 909 4
70 339 4
366 901 9
304 322 6
324 376 8
202 582 5
282 760 10
363 11 8
252 613 4
535 609 1
685 648 5
919 25 6
541 296 8
376 690 4
608 979 3
566 741 5
745 507 2
249 134 6
56 16 3
497 538 5
647 604 9
161 989 4
770 592 10
494 516 4
125 462 8
307 662 1
728 676 6
956 316 10
779 980 6
978 240 10
843 351 10
924 671 5
583 518 1
158 393 1
304 531 10
811 980 1
636 617 8
988 436 8
479 262 8
664 353 3
763 27 6
974 19 2
327 221 10
914 844 9
133 38 5
934 565 1
521 37 1
349 663 7
37 570 1
232 525 8
413 452 3
768 91 2
554 522 3
955 76 8
827 221 3
694 83 3
888 858 5
691 691 2
168 176 6
891 754 7
648 261 5
806 592 5
169 149 3
446 502 4
788 660 2
297 363 9
803 549 4
540 567 10
813 986 7
449 115 6
294 171 2
735 383 8
469 506 8
415 241 10
542 750 4
407 173 9
86 848 10
983 512 10
575 115 9
422 995 7
68 774 8
380 118 6
833 282 3
408 864 5
379 612 4
706 290 10
549 495 9
308 899 6
451 229 8
357 4 8
209 491 10
283 129 4
620 417 10
225 543 10
760 683 5
753 774 5
142 766 3
801 249 6
455 803 5
960 712 10
87 983 4
514 933 3
788 396 8
264 139 8
410 555 3
902 146 4
35 56 8
570 989 3
317 562 4
40 911 2
80 732 4
164 535 8
466 159 9
764 196 5
315 333 7
918 64 9
518 759 8
200 242 4
312 277 5
196 393 10
845 941 3
938 286 6
402 58 7
346 993 5
422 492 3
792 89 8
797 685 6
665 552 4
870 282 10
496 623 7
892 216 6
754 313 5
925 934 10
370 254 1
433 141 4
610 921 4
893 733 8
80 266 6
55 65 9
972 839 4
458 48 2
491 254 10
257 273 10
46 4 3
351 188 10
503 768 2
37 890 3
71 659 1
78 801 4
648 795 6
728 16 8
137 119 7
682 822 10
338 572 10
974 957 1
191 362 3
907 132 8
232 69 4
804 368 1
435 824 2
425 548 6
871 834 3
456 248 1
872 849 2
668 297 4
110 46 7
739 377 4
344 564 1
876 710 1
961 568 1
874 408 1
7 435 2
352 201 6
412 599 4
764 284 3
512 657 9
940 271 2
412 519 2
10 88 3
782 957 9
441 348 8
32 918 3
178 350 5
943 222 1
625 387 10
133 550 1
52 236 2
26 48 5
694 894 9
244 908 3
641 769 9
351 342 1
616 735 3
397 828 3
407 91 2
172 536 2
666 758 6
469 880 5
425 163 4
227 774 5
414 115 9
874 198 9
738 539 3
888 280 7
846 511 3
139 752 8
854 231 2
117 724 1
645 733 1
798 144 1
539 435 7
646 522 6
132 603 5
185 4 7
468 686 9
783 800 7
206 945 7
345 411 9
680 335 4
844 468 5
129 116 5
171 816 1
369 361 7
117 295 2
968 479 10
835 182 6
153 484 4
513 86 9
861 588 6
68 404 4
698 529 3
588 367 2
533 727 2
178 462 2
888 593 2
239 912 9
620 715 7
928 740 5
84 808 3
669 700 10
678 816 6
171 674 10
312 464 2
163 535 1
786 888 6
226 257 9
256 232 2
156 564 2
938 947 4
162 285 8
33 754 3
380 571 9
394 849 3
165 87 6
292 512 7
747 318 7
333 888 5
540 520 8
298 402 2
184 601 1
28 765 3
888 210 4
562 352 4
193 89 3
758 308 6
407 286 6
139 327 7
659 972 8
781 439 4
453 112 7
838 263 8
477 287 7
599 982 1
748 295 2
742 406 3
573 547 6
251 863 3
828 500 2
893 529 8
856 59 1
743 675 10
310 586 3
762 79 10
935 656 4
443 899 2
872 440 8
473 644 5
911 103 7
659 467 2
596 496 10
393 508 8
193 633 4
617 524 6
250 662 8
264 456 1
758 725 8
326 36 5
465 764 4
709 623 8
840 887 8
807 41 4
921 951 8
210 364 2
116 668 3
582 582 10
973 780 3
238 561 5
646 688 1
705 840 7
840 559 7
906 247 10
68 639 1
119 23 3
166 842 7
282 452 4
274 885 6
526 873 4
255 249 3
685 794 6
631 628 8
812 430 2
440 626 7
905 765 2
103 270 10
451 980 8
115 451 8
704 1000 5
123 214 10
530 380 7
302 208 3
945 24 2
968 343 4
297 773 10
204 269 2
203 864 10
224 477 1
144 62 1
644 21 7
697 692 7
715 347 8
758 228 7
502 653 1
89 749 4
386 491 5
487 6 8
996 762 5
27 267 8
545 553 5
702 243 5
741 309 2
82 207 9
126 572 3
845 464 10
534 850 2
739 813 6
579 127 3
899 911 2
755 216 5
16 272 8
887 650 2
859 350 8
641 508 5
831 146 5
993 278 10
574 742 2
288 135 3
53 715 6
90 88 4
275 962 7
28 969 9
355 123 6
113 497 10
328 337 6
520 940 6
478 437 6
775 681 6
744 673 5
398 613 9
461 392 9
695 9 10
335 876 4
991 907 8
852 349 9
257 803 5
337 131 8
874 814 10
554 846 1
746 832 5
107 468 5
849 210 9
334 287 3
89 447 3
75 777 5
365 868 3
513 328 7
141 146 8
830 518 1
696 370 6
428 189 6
942 664 10
82 469 2
315 826 2
224 565 2
588 194 8
132 753 2
229 938 10
620 446 1
195 410 2
489 485 10
503 612 1
112 367 2
184 408 2
211 1 2
397 864 9
816 232 6
873 708 9
279 811 3
182 555 8
864 436 2
851 375 2
430 708 9
447 940 6
340 901 7
820 413 2
261 972 2
606 438 4
436 928 2
333 50 1
742 327 10
921 650 8
754 744 10
