5000 5117
4728 3786 7
3516 1709 3
2008 4204 6
438 2414 8
327 220 10
1033 736 4
2651 2083 6
1114 2868 9
1474 1502 6
4668 2573 7
3489 1953 3
1173 858 10
3332 505 9
1908 1795 8
4692 1026 4
376 1057 6
1810 4500 7
3668 29 2
137 1751 1
2983 1094 5
1312 4107 1
4659 1815 5
2353 3704 5
2762 4610 1
4753 3247 2
3205 413 7
4812 2098 5
2676 2528 4
3026 4981 9
1212 3858 5
3023 3990 7
3129 1708 10
1325 4291 7
4495 2724 10
4390 4465 6
1908 4532 10
2257 4503 7
812 1423 6
3385 2960 3
4346 577 6
2497 3589 2
4949 4262 4
2569 1129 3
80 1794 1
3801 342 1
1875 1472 8
1170 4483 1
667 2358 1
3036 1015 6
1986 3779 9
4404 405 5
2306 3282 2
4767 1563 5
3094 4895 5
2588 267 5
837 1649 9
1675 517 5
4551 3613 7
4677 1379 8
3175 244 3
313 2172 10
2554 3477 8
331 1400 1
849 584 10
1652 2406 5
708 2755 6
3505 2642 7
3385 2577 5
2932 2946 6
538 3331 9
763 4006 9
4988 90 7
4569 1752 5
4748 1939 9
2539 1111 9
4545 2549 3
506 4808 3
1565 2724 1
3531 451 4
1752 1733 5
2993 963 1
2004 3867 9
2799 2010 3
1389 1987 8
2539 3511 4
443 4564 2
1890 4148 2
1107 4619 2
1768 2058 9
2658 2891 2
99 1518 8
963 1450 8
2174 4873 8
3925 2330 5
3682 3457 4
4860 2797 4
3270 2016 5
1374 3301 6
390 1506 10
3400 4416 2
2554 365 7
3891 3120 5
4345 1094 2
591 2272 6
4526 1646 2
2170 4085 8
4013 901 1
471 1555 3
4096 1454 2
1850 4717 7
1819 1090 9
4323 1877 8
4755 4776 1
1445 1165 9
4564 1785 7
1815 4942 9
2148 3876 4
2448 1583 4
4766 2691 1
3337 867 7
4679 4056 9
1327 2497 3
2572 610 4
4660 3685 8
4221 3501 8
1796 4770 10
382 3277 2
414 1209 4
3725 982 5
133 2701 5
82 3354 1
935 2830 9
275 265 1
4642 2157 10
2166 4062 4
4676 2091 1
4339 1595 3
2453 2558 7
663 4458 10
4446 1601 9
3706 4992 7
1788 4870 2
2408 2690 7
1510 4936 10
2168 1444 1
1191 520 3
4685 3760 7
2907 1960 6
3857 2441 9
3848 3400 10
3699 674 4
753 1256 9
3644 2836 2
2305 3060 10
3794 4606 6
1954 3002 1
3704 2749 8
4121 68 7
4112 3057 6
3460 3470 10
592 286 7
3802 1581 1
166 4341 8
1065 4104 9
2342 2203 4
2062 2311 6
3430 4893 3
2378 2013 10
3250 515 1
273 1212 8
608 3436 7
1171 1592 2
2615 1871 3
1120 171 2
88 4428 6
1334 38 1
410 3 4
2933 53 2
2494 3435 6
3503 4108 1
2144 1828 7
911 568 10
287 4003 6
3014 2049 8
584 3266 7
3842 3115 6
2972 2548 1
2201 2117 9
1329 4166 3
4778 995 6
1594 2825 1
3168 3325 9
1258 103 10
4813 3252 8
1140 1263 9
2001 4070 10
2392 1508 7
1198 3263 1
4078 3110 5
4667 2085 9
3232 4715 10
2048 2346 6
3091 3355 1
4560 4349 10
2985 364 10
479 3728 5
4731 2497 7
2663 4232 1
4699 2222 6
4083 389 2
426 2539 7
144 1659 7
1571 4876 4
1730 4969 8
4586 2692 8
3827 829 3
4669 1135 8
1425 2673 6
3015 2970 7
4257 1822 10
2933 79 10
3051 636 9
689 2182 6
4607 842 10
667 4577 8
495 1085 10
1535 1427 4
3588 462 4
4701 2641 9
1485 3490 2
4335 1826 4
2419 1298 9
933 3976 8
169 106 7
3887 1103 1
4831 2209 2
3355 1429 9
4828 2729 10
4757 2586 2
2092 4522 2
3563 3198 9
4181 2827 9
2685 1525 1
4679 1686 2
2909 422 1
2252 3769 7
4865 1631 7
2775 3784 9
2778 1900 6
1480 3172 7
528 1425 2
3254 381 4
3231 4162 9
4765 1465 8
360 3453 5
1356 2845 4
3823 3577 2
2348 1296 2
1826 4002 8
3678 4061 2
847 4124 2
771 3387 4
4182 2285 8
414 1935 6
932 3484 5
3017 4602 2
1952 1387 8
423 3513 2
3818 108 6
313 4593 4
4484 4545 1
319 3304 8
1551 2135 9
4490 31 2
3781 3906 3
1307 847 5
4859 4932 2
4248 996 8
1812 4235 8
2102 646 7
4880 2267 1
1328 3656 3
1578 2568 6
4918 1278 9
1971 4733 1
1647 1770 2
3110 4963 4
506 1901 10
1784 2010 8
310 1272 9
4761 2270 4
2484 1335 2
1429 676 9
3500 1860 1
1168 1173 3
3870 4471 5
3272 4029 6
2780 3349 6
721 1111 3
1850 1024 9
221 2053 8
3406 2100 10
935 845 4
4594 547 10
4746 1098 9
506 3285 6
4494 4822 10
2798 2092 3
4915 691 6
3767 4216 4
1690 1613 7
4646 4631 9
636 1310 1
832 286 2
2713 2868 9
2718 3905 2
3697 2278 4
4722 4682 4
54 1879 1
1654 2541 6
1553 276 7
4242 2352 6
1756 3126 2
974 3659 5
4416 2767 4
2632 4182 2
4846 2255 1
4475 3963 8
1264 375 5
916 4128 2
321 2520 4
3545 4975 8
1610 2262 8
946 3458 6
835 4791 4
27 2093 5
62 3380 8
4093 4 10
2479 4586 4
3079 778 4
1255 4326 8
3266 2831 6
2329 1608 3
1930 4073 4
3962 350 10
296 1988 8
4896 647 2
3286 4069 5
3957 269 8
3293 3697 6
828 3420 7
548 4308 9
2139 3544 7
1696 1286 7
3021 758 5
3875 1334 5
24 2380 3
2767 1935 4
2592 1371 10
3232 4734 2
1053 627 3
4340 4753 10
4507 2649 2
3892 2185 4
1080 4001 2
1194 4073 7
4545 3494 5
3427 733 1
4292 2242 3
2151 4087 9
1177 4536 9
665 1817 10
85 235 5
2949 3671 7
3144 1565 7
885 1692 2
3000 1852 6
126 158 3
2033 4093 2
4518 2507 9
1600 4467 4
361 3831 6
3792 3152 10
4522 1978 1
2214 4756 2
3945 1907 6
4796 4431 9
704 2844 1
2265 2849 3
2148 1698 8
3274 448 8
2440 2611 7
3926 1099 3
547 4759 6
2391 1635 4
973 839 3
1360 3363 7
2784 1847 3
2659 2733 3
1091 728 6
2568 3417 5
2001 4763 1
1732 3356 4
245 944 9
1961 2462 3
2827 356 8
1327 4148 10
618 118 1
3480 4635 9
3458 2353 5
3995 2532 7
1711 2149 3
3780 4472 6
1572 1971 10
1361 2947 1
583 4666 1
1671 1731 9
2570 3696 10
4851 3060 10
4115 3919 3
2719 385 9
812 858 4
511 1895 4
1493 1978 6
2844 1895 7
3569 4921 2
1367 630 2
732 3691 9
1977 3506 8
3921 3212 3
4381 1274 10
3947 3246 1
7 3562 8
2426 4944 2
793 4685 1
2328 1571 7
2996 3716 9
4340 835 7
2072 2537 6
2054 283 6
2023 1043 3
825 3704 6
100 309 4
2820 2384 10
2163 2609 7
2549 4453 4
458 3607 5
2377 732 3
4651 4242 1
815 2573 9
1586 1124 9
3372 1777 4
56 4249 4
4764 2579 4
3614 4755 9
1429 1703 1
789 2131 7
4543 1187 3
1948 1715 4
3853 4567 1
412 3846 9
1321 2978 4
598 794 10
2319 4660 3
208 732 3
2254 3200 7
536 915 7
4499 4516 10
3744 3665 5
3950 4239 5
3947 4635 6
1175 2770 3
4095 2112 1
1144 458 4
2183 4090 5
1784 4276 10
1336 208 7
4898 3698 8
1155 4060 8
1949 4842 8
3796 3275 7
189 1141 6
546 3414 1
3121 1596 1
3883 3671 6
4466 758 6
201 42 10
386 1191 7
1226 434 3
705 998 7
574 2225 3
2476 164 8
1783 3190 1
3861 2962 2
1454 383 10
338 3544 6
1074 700 9
1783 4370 8
1797 4403 6
1523 3310 8
778 1801 3
4218 1446 1
79 3635 3
2662 457 10
2909 200 4
622 4130 7
723 4777 2
3850 1601 1
553 4981 5
952 894 4
1104 2599 2
2397 994 5
2035 4006 5
4637 4992 7
3869 292 4
4365 2871 5
3024 2658 4
3224 3667 3
2512 3040 3
4530 2231 6
2306 366 7
1291 1628 10
3986 3938 8
1631 2070 10
4514 858 8
4037 2577 1
3198 4582 9
2860 3325 6
4036 2901 9
3781 1332 8
4859 89 3
1048 405 1
4101 2657 1
4246 1905 4
2542 1662 3
77 2941 8
3372 1408 3
4059 3183 3
3238 4242 4
2983 3254 7
3742 1697 3
837 1836 10
4609 1264 10
1483 2694 3
4178 3419 1
2100 3727 7
2110 3222 1
3459 2743 3
694 2132 3
685 4576 7
4289 4987 4
1343 4792 9
4223 291 2
4298 1634 3
3300 74 2
4806 460 1
1525 1035 1
3884 1098 10
1080 4508 5
434 160 9
4253 4389 6
1008 786 4
1277 802 7
58 428 2
1451 1102 8
241 139 1
499 4659 6
1261 4654 4
4948 2991 3
1299 975 6
1224 1945 4
765 3485 6
740 949 8
3427 4023 2
2754 2456 10
3095 2400 3
3104 2718 7
1321 739 7
2968 367 3
2925 4431 9
1937 4325 1
2227 4870 3
1712 4770 9
1516 4097 3
3973 4698 2
2525 2799 7
897 2381 10
1736 320 6
3305 3898 6
318 2194 8
3000 4620 9
3881 735 2
797 2617 10
3266 2719 2
4797 1485 5
2305 4316 8
651 2067 3
3197 1204 6
1295 3116 6
4644 1770 7
3061 1351 3
1685 3617 4
2696 2939 2
3962 909 5
15 3922 9
2644 91 1
3502 1482 6
4951 1291 9
2749 519 10
4571 3625 10
1482 1547 2
3015 3237 2
869 3430 4
185 2531 4
2520 2227 4
266 1471 4
4492 4044 7
3849 4918 2
2552 2925 1
4002 4799 4
313 1265 10
3133 400 4
2369 4354 9
151 231 8
1743 1524 4
4937 4696 2
2088 574 2
1111 106 10
2374 535 4
1458 3914 8
2591 1423 10
1514 3411 7
2849 4234 2
2135 392 7
649 4608 5
603 3338 7
2060 3684 6
4756 913 10
4232 2000 5
1819 2667 6
266 2818 3
4148 2874 8
1758 3475 2
4440 1519 7
4967 4908 4
1934 4951 4
2628 4991 5
2446 2545 6
3422 1713 3
3441 871 7
847 4300 8
1778 253 5
1275 2397 6
2219 1014 9
1906 3521 3
2975 1869 5
1255 2435 4
848 2 7
1184 1496 6
4911 4866 3
323 1903 9
2103 2631 8
3762 4692 3
14 4386 2
1321 2261 2
3443 1399 2
457 1228 10
373 2102 8
4486 1384 2
1649 4132 3
2333 3006 1
3763 3704 1
3847 1010 1
2791 3984 7
4657 4369 9
3373 809 9
3364 1952 6
2868 147 10
3141 2952 6
601 1125 7
899 150 4
673 2288 9
4301 3509 8
948 2927 3
4003 3347 3
1484 240 1
4515 1351 6
4323 2377 10
4573 2538 7
3365 2926 4
4317 2495 7
3736 1278 9
4563 2805 10
1408 2690 6
410 4817 3
727 735 2
4031 3783 1
3554 371 9
1746 4232 1
1907 1782 2
4391 1489 6
4598 3833 7
2957 4098 9
1469 641 6
4114 3387 5
411 935 6
4843 1002 7
3966 4524 1
2726 1865 5
307 4171 10
3886 525 5
2030 3210 7
4570 1660 1
1070 516 10
4375 1373 9
4435 1990 3
2181 236 3
2216 296 5
3548 374 10
1810 4363 5
980 1915 6
2615 1338 8
4103 4822 5
2911 1438 4
2344 4645 3
2803 3301 5
1699 4704 1
4792 1696 10
3809 2953 5
2603 2742 10
2161 4673 8
4418 4658 5
4918 888 7
1839 4484 2
2240 1829 4
2330 3532 9
2504 461 8
4404 1603 8
3405 1913 9
3726 4694 8
3022 276 1
4984 1729 9
4542 2416 9
2967 1196 10
4775 4970 3
4201 2989 4
4177 1703 6
3033 4234 2
2546 1693 4
3395 3055 7
1945 3150 4
4259 1280 9
3981 1227 7
3958 2234 1
2467 779 9
3764 871 7
1847 1688 9
1002 1570 5
1521 2262 10
3503 823 2
1292 2037 6
3853 1623 3
2013 1761 8
3053 2061 5
2892 3226 10
3909 4271 1
3585 4579 5
1828 2794 7
3301 2035 5
2742 4320 9
2757 677 2
4337 4779 3
4658 3059 9
4333 3546 10
1383 1952 3
1090 4070 8
2990 4278 5
2349 3535 5
3099 689 10
3795 1477 10
3903 4641 2
4154 898 5
4627 1298 3
3496 1645 8
4940 767 5
2476 4597 3
2970 3436 4
1506 1628 1
3560 965 9
1156 763 10
4244 616 9
2541 2124 8
2758 267 8
306 1169 4
952 1252 8
2340 2767 5
451 3572 8
606 1050 3
647 988 2
563 936 5
101 948 8
626 1087 8
4658 383 10
1352 2021 7
4861 3318 3
3799 2116 6
577 4692 9
224 4183 10
3090 2375 7
644 2810 5
2118 979 2
687 209 10
462 884 10
2695 1262 1
789 4660 5
2410 4545 1
73 4219 8
2866 4476 10
3113 2957 5
1234 1253 3
2061 2789 4
1149 2450 7
80 2222 3
1999 673 7
4600 1944 2
1987 4458 1
1179 2622 10
2408 3399 1
365 1086 1
1657 927 9
4289 3523 5
3188 3637 9
527 3372 4
420 746 1
332 2299 7
4590 3481 9
4165 3767 3
4170 4172 5
3706 4066 4
1677 1435 10
1722 2217 10
333 3244 5
710 2538 2
380 4654 1
971 4539 10
924 235 5
4223 778 7
2179 1404 10
3112 1355 5
2983 795 10
3484 1512 2
3336 1719 2
1662 1151 5
3295 4125 10
1888 376 2
4556 735 3
436 1225 3
319 3960 1
363 4194 10
1152 2942 5
2153 212 8
1347 4496 5
2542 1421 7
416 634 1
4584 3453 10
649 1205 2
4306 1161 5
966 4420 9
186 2695 8
3762 200 7
1708 430 9
3527 3872 2
3130 204 9
4823 1834 10
4789 4976 1
450 4511 10
623 2248 10
304 2495 6
1863 3038 4
3944 3352 7
3107 4041 8
3184 2724 8
733 4119 3
448 3734 9
2019 1464 6
4507 1194 8
3267 4556 5
2544 4123 10
4900 1122 1
3710 4123 7
236 4860 4
796 1013 6
476 2512 7
252 2063 9
3426 2728 4
1107 2528 8
2391 3665 6
755 1550 10
1698 1759 2
3799 1924 5
477 700 8
2076 2044 6
1847 3728 10
4246 2190 10
4325 2727 4
424 927 7
1687 3741 8
448 31 10
163 1622 10
4659 134 10
4845 2621 3
10 2796 3
2553 266 10
2851 139 4
469 1390 3
1428 4872 2
1678 4215 7
4399 1516 3
2370 3030 1
4128 2363 10
3180 1640 2
1410 4091 5
976 1624 6
46 239 1
4123 987 9
2652 421 9
2251 4223 3
3583 1097 3
1415 4687 10
4950 82 3
4619 2225 5
456 2187 9
4056 1730 8
1172 1002 7
980 1519 2
1351 564 3
2401 3018 7
1918 4390 8
1727 3176 1
2080 696 4
547 1945 8
1351 1655 3
279 4109 2
3685 4596 2
3293 895 9
2355 3402 4
1443 3874 6
521 532 1
1836 4029 8
3370 4341 1
4499 733 9
3255 3441 9
2450 2526 7
4917 2723 5
3664 2065 3
4567 3046 6
2197 1754 9
2209 128 3
4432 2754 1
3676 3255 7
3439 436 4
4973 1538 3
4742 70 6
2694 3329 7
1137 4564 4
1438 1423 10
769 1831 7
4215 1528 6
1059 4155 1
406 4131 1
3036 3410 5
3407 2041 2
3464 2900 8
3064 3624 7
1433 4316 5
4420 3854 9
3242 2573 5
2703 4930 4
296 1127 10
4410 2623 10
1720 1510 10
1047 2238 2
3025 1513 4
4490 1101 7
1832 1503 5
2690 4110 2
3243 4293 3
3319 4668 5
681 4504 8
2515 4988 2
2724 83 3
4392 364 1
3329 3674 8
1840 967 10
1854 1182 3
4692 2246 4
1788 3168 3
310 172 5
328 3938 3
670 3074 6
1829 2965 9
2620 3997 2
1157 3984 10
1308 1108 9
155 1284 7
2345 2888 2
4927 3776 5
654 4012 4
391 1312 2
354 4047 5
4368 2391 2
2780 1354 4
357 1010 8
2963 2387 3
2297 3965 5
224 3910 2
775 2245 1
939 370 5
2338 2334 10
1510 99 4
3729 4788 9
4406 1245 5
2035 2335 5
4271 3119 6
3605 3084 6
1225 3491 4
2552 2011 7
1984 2586 1
4157 3361 10
3641 594 8
3922 447 8
4483 227 4
3602 1174 9
589 3085 7
2796 1516 10
1874 4137 8
1339 1506 8
76 2903 3
2631 2352 3
78 3533 3
4639 4666 6
4333 982 5
3081 3287 10
2585 1048 2
3373 339 1
2077 3761 1
4508 4745 5
720 2746 10
3356 2375 6
4657 2095 7
631 4952 5
959 681 7
2834 1813 1
1764 4359 6
1082 4223 10
1305 4671 5
2492 2138 6
1023 2117 3
1164 2590 10
1596 580 7
4531 1039 4
2369 3555 7
1835 4941 5
1830 3651 6
1534 3893 3
451 3507 2
1071 96 6
852 2762 10
4701 3355 6
4435 1945 5
2187 3250 2
1246 1961 2
3727 4329 9
352 511 7
1121 4746 8
833 4205 3
651 657 8
4731 1936 2
4914 3644 3
1696 1718 1
4481 1424 9
3718 4913 2
3049 3256 9
2060 4869 8
646 2097 1
1817 4640 3
1237 2868 3
484 3229 7
4540 4619 3
4478 4272 3
2212 3876 8
1349 2910 6
944 414 6
1510 3261 8
312 181 8
3695 4505 6
3020 4050 8
1683 3997 8
3250 28 3
3059 1516 10
4935 4164 1
2217 4398 6
1296 1858 8
3906 3902 3
935 623 10
2748 3446 4
1619 4936 5
3862 270 7
1676 4803 7
453 2551 8
4964 3312 9
432 3733 5
4213 4051 10
711 1395 4
3997 2099 8
3409 3582 5
3924 4 3
2691 4861 6
2231 871 8
4391 4831 10
1080 3580 5
1168 3738 3
1607 1970 5
3627 2843 5
250 4950 1
3684 4101 7
3984 576 3
4095 4715 4
1487 2724 10
1336 4768 9
2490 3279 3
2995 4953 5
2480 124 9
1204 2958 8
1111 2678 6
2684 4518 4
3696 4823 2
645 1475 9
2278 2269 9
2957 3939 9
4359 169 8
4233 592 6
2537 3930 5
3576 1388 5
4790 2563 1
2884 1051 2
4499 3939 6
747 1806 2
303 2628 3
4028 4830 5
1073 4151 9
4091 2992 6
4728 4706 5
1674 104 7
4734 2291 8
4580 2031 3
4815 3180 6
3243 1790 3
4280 818 8
3160 4247 7
2903 1488 3
4525 538 5
3107 1253 1
251 307 5
791 2859 2
4693 4909 6
1468 1797 7
4877 2608 3
3693 1860 7
3347 4335 10
4670 1436 4
1990 3952 1
1207 3862 4
2593 78 3
2572 9 3
2617 1316 3
4758 107 1
3638 2634 1
2887 602 1
118 2261 7
1421 16 4
4770 4238 10
1957 3760 7
3796 4259 8
4466 3061 5
3722 684 6
2726 1843 1
1607 1022 2
692 1851 3
3729 691 4
1310 3272 10
997 2118 9
3560 1109 3
1625 3017 8
2242 1541 1
1326 2511 3
949 3984 1
1415 548 7
1232 4266 5
2178 448 3
4382 4515 2
4032 4584 4
1802 1703 5
2907 850 8
1924 3389 9
3558 2491 4
4926 3706 10
1685 3887 7
3193 4704 1
215 1008 2
2507 2480 3
12 4790 8
441 2788 9
2907 2202 9
243 4197 6
3967 2994 6
3811 43 4
464 4907 8
4346 4386 6
1748 3049 10
1330 186 2
700 3800 5
4175 4702 6
3032 987 7
4230 4892 8
1867 2002 3
548 4667 5
2596 3976 9
2736 4946 2
4823 1474 3
4109 1949 10
4937 2102 6
1807 185 6
370 1915 2
2270 159 6
4635 4855 3
4654 4859 6
1101 2963 10
218 555 10
4398 3066 8
1261 2952 2
3625 3499 8
1871 4558 5
2513 219 3
4493 848 5
1561 3193 7
3016 3262 7
2586 2847 5
2366 4883 5
498 1245 2
127 627 6
2625 2403 7
4217 127 2
4388 3864 1
4357 1388 10
4418 888 10
4304 971 7
4 4382 7
1344 3421 4
4117 3987 8
3523 2320 5
91 2829 1
534 1353 7
3344 2119 4
2698 569 7
989 1640 9
1379 2376 3
3745 2988 8
7 1243 2
4539 3735 8
485 4585 9
3350 1755 4
3607 2269 4
472 4746 8
1830 333 2
3382 1221 9
772 3468 4
4929 3715 5
3480 3649 9
3539 391 10
150 2317 5
1194 4592 5
2811 785 5
2067 4127 4
1583 922 5
1021 4015 5
2454 3795 4
3309 1051 10
18 2130 1
1641 3231 1
1164 4536 1
3712 2326 10
1187 1989 10
2919 1194 6
546 4688 9
716 1015 9
243 1934 8
2309 191 3
2357 1373 6
2621 1552 4
2606 5000 8
2408 44 5
604 4608 1
4183 1728 10
3178 3384 7
464 1509 4
580 1099 10
1759 1857 6
350 3811 3
4878 412 2
100 488 9
4700 4659 2
4320 2490 8
1348 141 10
3073 3022 1
2025 1471 9
674 2286 3
1541 397 6
2956 1258 4
2636 2650 3
3578 1956 3
2756 2866 5
4607 1938 4
3173 4568 8
4575 632 10
1090 3192 2
283 4541 9
465 304 6
1751 3866 5
2695 2590 5
3744 4865 5
4147 2213 5
4665 4351 2
299 987 7
3164 4079 1
4106 827 10
4696 84 10
785 4880 9
4070 2406 6
3233 2627 2
3042 1595 5
3648 230 5
2143 137 5
980 871 10
3636 1485 9
2342 1353 8
3979 1519 5
679 1820 2
3831 2078 5
2764 4283 6
3408 4808 10
1274 4804 1
4884 1705 2
3853 3177 6
18 4703 4
20 4624 4
1925 1967 6
2479 1917 5
848 3434 1
2953 1587 1
3455 1364 7
2188 13 4
98 2310 4
636 680 6
4911 2058 2
2433 1474 4
4730 4435 8
4439 1351 5
3581 4497 5
1693 4649 5
1064 2087 4
3308 4859 5
4840 3482 2
1295 4340 8
901 698 2
1593 2360 2
1460 2321 4
1534 1334 4
938 50 10
4047 3890 6
1861 881 1
2964 582 7
4033 2550 3
135 2679 2
286 939 5
2608 4481 4
3567 4852 4
1399 915 2
4915 3684 4
4351 3918 6
4124 2127 4
3545 2957 8
3815 2062 3
1729 3903 10
1917 573 2
2799 224 1
3436 1125 4
3358 4272 9
309 4839 7
2419 3591 7
2788 4394 3
2773 2990 6
4653 1321 9
2798 3796 1
197 519 2
3728 2063 7
1838 3147 1
197 3351 2
4755 4189 8
351 760 4
4732 292 7
1941 3932 8
3483 1448 1
2082 4640 10
909 2866 7
1912 827 4
2661 1357 7
3929 4137 6
2785 2046 6
3495 997 9
1364 2966 7
1842 563 8
273 3933 3
4021 3225 2
1645 3915 5
2356 4077 3
4714 130 4
3050 4601 2
1798 3209 3
3266 2223 8
4512 4394 8
4373 2434 5
4138 175 6
4235 2509 9
1868 3904 4
2850 4267 3
1833 2169 5
4766 610 6
1006 2435 10
265 2536 7
2775 2149 1
4756 3546 8
3253 4314 9
2047 4251 8
2693 4279 2
3276 4069 2
226 1063 3
2949 267 5
639 3471 2
292 537 5
2270 2282 4
1741 553 3
4452 1967 9
3178 424 2
3849 4569 5
4852 3848 1
4945 271 8
2376 3985 3
2168 1318 2
2017 1015 7
1694 751 9
1906 2360 3
3272 644 7
1399 3821 4
3218 3259 6
4257 3049 3
1008 3134 6
2078 1732 9
909 851 5
3308 1273 9
4328 2545 4
2644 987 3
3496 53 1
2005 31 3
1971 1357 2
2596 3279 6
1357 641 9
2544 3250 10
4652 4918 6
2743 744 7
1484 4676 8
2586 3501 4
2218 3353 6
623 3358 8
1559 1910 3
2735 2182 2
738 675 7
4343 3691 5
1221 934 7
4251 1222 10
1658 3605 2
3058 4007 5
986 2075 9
2924 524 1
1677 4958 3
3689 390 4
4865 4421 3
3673 3255 6
3334 1932 8
2758 906 7
1614 134 8
3682 3907 4
3996 4226 1
4926 353 5
3176 157 1
2280 3155 5
1815 1986 3
4478 3001 3
1832 501 2
2422 3770 4
2278 2000 2
2172 1687 10
2538 3227 9
184 268 2
2684 4278 4
1123 3137 3
4876 1785 2
1673 2807 1
4576 4598 10
1 2684 6
4687 3483 8
1425 1842 10
4537 672 7
1651 3644 7
2478 298 3
4119 1330 3
741 1142 2
1696 3596 8
3153 2906 9
4961 4330 5
4390 4962 6
4852 4186 3
1539 3870 2
4642 4062 1
1978 1973 4
4385 1417 3
2410 4197 4
1421 2434 7
2582 961 8
423 2383 6
3662 288 3
3058 767 8
71 4841 5
1616 363 1
2049 3135 2
3840 1159 10
871 1724 6
4520 1829 1
2611 2274 7
3515 1968 10
3860 1642 10
948 1511 4
1844 4960 3
1576 2282 1
1902 1464 2
4790 4528 9
369 599 5
2943 3323 3
709 1290 10
1918 1132 4
4496 408 2
998 4692 6
2890 2015 3
1529 517 7
1719 2476 2
1716 4313 2
610 3350 2
1599 4484 8
4880 2712 9
3803 1020 2
4664 3156 5
2789 1664 6
813 1095 5
2927 2723 10
838 3240 3
3532 2028 7
551 1691 4
3140 3901 10
1995 4866 7
3093 993 4
576 3578 3
1385 931 6
71 2988 5
1752 3796 7
2840 3562 3
3564 1019 4
82 4695 7
3345 1199 6
1495 4943 5
2006 1382 9
2687 1862 10
2140 1654 2
4123 2691 10
2026 4190 5
3793 1076 10
4038 3710 3
4423 1669 10
1126 2194 9
4760 4680 8
515 348 1
4376 1812 2
2955 4566 1
1453 2147 3
3483 4617 5
2849 852 4
607 3322 2
132 2945 2
3142 2528 2
4630 3449 4
3356 2507 7
3860 3621 3
3751 4410 4
4124 3344 1
844 3914 5
2984 795 10
2111 10 5
2601 1677 9
3121 587 2
2263 4570 10
738 1821 2
1259 3481 9
4479 1611 1
4037 2755 4
4387 1369 8
3289 1325 1
505 3139 6
520 1217 5
4870 3655 2
3008 1734 9
4907 1507 5
3609 2175 2
3501 151 5
4585 3036 5
4937 3749 3
4005 693 5
4825 315 5
1054 4565 4
3240 4846 6
2461 839 1
2997 3076 2
1546 1381 6
78 2692 4
2589 3796 3
