500 799
152 3 5
464 229 8
170 427 6
22 149 2
411 217 2
242 254 2
36 104 9
6 195 3
412 500 2
114 169 5
111 74 2
49 429 6
131 101 4
198 483 6
297 412 6
415 490 5
206 213 3
360 321 7
491 474 2
468 229 8
63 98 5
461 180 3
41 307 2
268 372 2
44 29 1
165 177 4
454 313 1
36 466 9
24 55 5
32 208 6
342 469 10
339 448 3
228 147 5
45 173 1
64 214 4
208 187 9
201 191 6
164 168 5
451 403 2
467 144 9
86 68 6
478 93 10
243 5 9
172 347 8
389 371 4
464 389 4
461 325 9
208 279 2
476 36 2
453 220 1
63 276 4
72 227 2
483 33 10
487 106 8
417 231 5
221 299 3
190 382 9
261 395 1
273 479 10
303 61 1
150 241 2
309 436 7
328 144 10
424 440 4
223 138 10
198 383 8
275 129 7
60 153 4
358 207 6
426 192 5
398 313 8
418 198 4
496 233 10
75 465 3
159 280 2
275 128 9
360 493 7
226 406 5
176 333 4
377 11 7
326 263 2
445 341 5
188 460 10
270 77 2
400 279 2
489 51 10
10 127 6
74 106 6
278 411 5
236 290 8
177 127 8
185 216 5
401 122 3
3 390 5
426 205 1
397 250 9
76 149 6
210 214 9
327 219 9
59 301 3
168 286 5
244 340 2
369 125 9
51 16 9
164 468 7
105 185 1
263 315 3
144 62 10
42 276 4
180 109 5
61 418 2
38 251 8
383 45 10
75 207 1
264 449 4
276 150 3
400 176 7
47 232 6
438 130 9
464 101 2
128 206 10
338 102 6
53 227 3
427 37 9
92 26 8
138 13 5
286 372 6
345 74 8
18 87 10
190 335 4
221 220 8
280 151 4
86 141 8
49 153 3
117 233 2
129 424 5
53 38 9
70 211 10
366 473 7
293 477 2
276 221 10
406 52 8
219 208 8
378 325 4
209 241 10
395 238 6
167 352 10
288 255 2
335 435 9
259 409 5
22 272 1
141 200 3
210 491 7
375 221 10
489 319 3
355 154 3
332 149 9
171 79 7
83 468 10
143 134 5
312 99 2
333 230 4
193 265 1
350 146 10
468 66 3
90 374 8
268 234 5
105 39 9
482 340 2
413 391 2
283 195 8
143 406 9
50 462 3
265 486 9
200 282 8
331 445 10
360 219 7
489 341 5
89 399 4
226 285 6
273 255 6
15 385 6
326 33 8
230 59 1
279 325 3
214 96 6
94 486 4
8 458 5
476 428 4
418 489 6
196 480 1
473 262 9
320 340 3
230 31 10
114 24 6
359 138 5
440 331 10
470 279 2
41 469 7
48 327 4
172 363 4
135 66 8
84 56 4
316 370 9
300 463 6
259 140 3
76 93 10
176 114 6
370 90 3
80 86 9
496 497 8
483 440 9
302 122 1
303 259 6
463 131 1
149 430 7
244 39 9
183 431 1
242 262 1
334 435 3
79 435 2
239 328 8
354 377 2
87 270 4
298 211 5
18 326 10
479 182 2
143 267 4
105 319 4
356 177 2
127 200 5
290 16 4
137 211 4
39 288 9
421 93 3
325 26 3
368 195 2
459 59 3
494 172 1
22 303 2
485 182 2
413 253 4
171 127 9
61 440 3
496 293 10
295 321 9
108 144 2
349 338 8
260 146 10
176 90 8
413 101 10
230 4 5
139 431 6
301 103 4
10 383 2
352 38 8
359 441 2
165 69 3
433 134 10
309 192 8
52 280 7
225 369 7
246 181 9
470 204 7
148 321 3
465 368 9
301 141 4
260 325 10
348 87 2
430 239 10
385 240 8
224 406 6
365 284 2
76 380 10
467 328 4
294 58 3
85 98 8
69 152 6
215 389 7
316 240 4
430 418 8
424 303 9
156 27 1
376 269 8
448 42 4
206 106 4
486 268 10
219 343 4
47 408 9
219 403 1
229 321 3
28 167 6
339 70 8
295 55 8
298 167 2
157 130 7
312 456 5
429 350 5
489 229 6
237 166 7
146 320 2
157 93 7
84 323 2
266 396 8
122 467 1
90 141 5
15 340 2
270 2 9
277 336 4
208 301 4
130 362 8
266 114 3
365 361 3
492 483 1
284 384 9
85 412 5
253 272 9
495 255 3
373 432 10
316 315 1
294 382 8
346 220 6
287 47 8
146 193 1
146 484 3
325 421 6
3 392 6
147 453 2
263 74 1
216 241 7
440 26 9
409 240 7
90 184 10
484 67 3
449 104 8
138 486 10
344 327 1
36 443 2
148 243 4
209 20 9
222 69 9
395 490 8
323 171 1
408 210 2
304 149 4
430 204 7
169 349 5
494 102 2
385 298 2
154 302 4
90 412 2
41 458 7
83 33 2
409 160 7
457 467 7
115 93 1
112 50 4
459 265 4
107 257 9
28 140 7
139 122 5
250 390 1
69 221 4
364 162 5
284 274 2
82 74 5
134 223 10
374 130 8
404 360 10
72 409 10
49 149 10
429 335 1
324 457 2
359 287 5
34 263 7
259 395 3
20 266 8
341 265 10
433 476 1
376 243 7
281 234 10
4 64 4
370 426 4
246 433 5
269 161 3
475 479 9
271 304 6
115 84 6
53 191 4
266 166 2
148 344 3
361 425 5
476 333 5
393 30 2
497 180 2
280 245 5
186 110 1
31 207 8
70 435 8
68 414 8
447 170 3
36 295 10
425 430 1
34 500 7
339 164 10
490 399 9
15 214 6
44 215 10
190 14 10
1 361 3
138 23 5
206 397 8
312 422 3
84 409 2
466 353 8
249 149 1
435 66 8
55 482 5
330 464 4
445 146 1
378 394 4
440 39 9
116 78 4
453 88 7
287 249 5
462 111 10
75 106 6
201 278 7
317 114 2
46 210 10
248 459 10
158 239 7
233 442 6
373 165 6
334 369 1
276 477 9
155 228 8
219 211 6
141 232 2
149 219 9
298 316 5
107 202 7
387 29 4
125 306 4
246 439 9
103 98 8
488 482 5
473 359 6
334 186 1
55 449 1
161 368 1
293 429 9
277 196 7
415 92 3
149 70 10
247 492 7
208 385 1
52 432 6
459 413 6
190 400 8
192 275 3
497 187 2
253 42 8
259 490 2
71 279 3
204 97 8
434 420 3
337 264 4
102 347 5
317 113 6
489 35 8
425 499 9
197 295 3
186 30 3
342 283 3
178 445 6
210 347 10
457 500 7
323 280 8
439 145 2
105 96 5
221 236 9
288 264 5
476 290 4
210 96 9
444 289 6
471 378 8
393 108 8
365 179 4
33 416 3
145 413 2
166 131 9
390 485 6
182 104 7
280 389 2
62 249 6
44 28 3
113 67 3
444 399 6
464 345 6
474 219 6
396 73 10
451 235 8
456 478 10
107 35 2
150 129 9
42 421 9
491 460 4
440 19 10
81 409 7
112 450 1
203 122 3
390 340 6
486 76 5
148 120 2
151 413 3
138 371 9
73 408 2
491 429 6
39 330 7
63 251 9
118 9 4
75 306 10
450 167 6
322 319 5
126 33 4
387 490 4
16 272 4
474 133 2
9 115 7
269 391 8
111 103 1
396 493 10
334 437 9
82 245 3
65 43 3
122 314 8
5 73 4
307 78 7
183 151 4
124 182 6
391 134 6
299 63 5
171 204 4
273 73 7
136 48 1
286 252 1
335 276 8
358 362 10
253 499 1
429 388 2
418 83 4
407 337 6
234 473 5
391 228 2
332 443 3
224 214 1
408 383 9
321 496 10
360 295 2
91 335 2
400 171 5
230 262 7
9 152 9
305 302 3
386 234 5
86 265 3
78 333 8
126 185 7
268 469 2
295 132 9
396 80 7
364 129 4
147 187 10
96 356 8
487 134 10
8 52 5
334 447 4
14 224 10
186 62 1
299 286 3
403 223 7
422 63 8
194 215 8
443 228 3
65 146 6
206 133 6
