1000 1143
340 594 10
725 295 5
733 334 1
947 757 6
854 308 9
891 372 10
765 12 2
792 580 10
871 57 10
606 813 3
494 390 10
324 956 1
74 758 9
726 424 9
347 831 10
393 562 2
19 495 3
340 881 5
595 977 3
376 124 10
614 849 8
343 708 2
928 704 7
661 781 8
224 699 8
550 106 8
93 996 1
55 114 5
128 649 5
352 293 6
50 294 5
913 189 9
590 617 6
654 182 4
120 648 7
375 657 6
923 906 4
467 947 8
672 873 4
219 761 2
861 436 8
227 372 4
999 380 3
757 476 4
217 688 8
837 816 1
568 111 4
464 295 2
986 49 10
328 856 1
335 53 10
639 198 6
992 687 2
169 442 1
24 624 8
368 612 3
505 432 7
514 717 6
497 660 9
471 531 1
788 705 8
901 747 2
195 807 7
36 7 8
465 234 5
376 225 6
532 221 5
569 636 1
634 953 3
357 377 4
358 968 4
783 675 5
816 526 2
391 437 10
432 610 10
117 781 4
136 470 8
846 657 5
201 482 8
556 823 10
367 373 6
883 464 4
829 873 5
976 295 5
925 377 6
280 770 1
81 52 1
8 308 5
635 493 5
62 850 3
513 960 2
909 535 2
184 972 2
671 480 9
776 857 5
726 816 3
554 409 6
933 924 6
858 146 8
958 163 4
908 650 9
678 756 6
52 527 5
603 858 1
29 462 8
495 246 9
230 822 5
886 594 1
382 338 5
628 298 5
699 732 3
264 380 3
863 728 6
984 162 3
715 322 9
287 704 1
805 895 5
522 418 8
455 51 2
328 11 10
862 381 10
533 580 9
691 701 7
612 985 8
936 748 10
398 568 2
86 485 8
445 548 8
534 710 6
286 715 5
374 117 6
219 738 1
879 285 7
69 144 9
932 511 3
579 139 4
496 479 8
927 342 5
465 530 8
601 528 5
74 73 2
835 885 2
599 188 4
342 202 10
556 152 3
444 394 9
958 972 1
695 967 5
456 983 5
743 266 9
333 479 10
201 8 7
751 615 3
509 703 9
752 188 4
834 322 9
691 397 1
273 368 10
718 42 10
787 317 1
117 837 3
805 900 2
944 748 4
151 146 6
645 619 1
843 983 5
937 993 2
240 829 5
698 529 5
649 738 6
832 916 4
512 286 4
648 541 9
697 99 3
575 284 8
74 52 4
899 771 1
195 839 4
924 990 2
439 579 6
74 668 8
519 996 7
918 185 9
699 315 2
418 753 6
610 527 8
104 148 7
400 372 8
38 495 5
502 694 1
309 224 1
628 987 3
783 214 2
625 745 2
903 938 1
305 370 1
515 166 7
401 896 4
263 555 5
566 337 1
112 303 5
358 55 8
524 278 9
224 631 6
841 674 7
485 129 7
92 203 7
944 788 10
179 425 2
138 407 8
903 738 2
574 561 1
249 367 1
837 344 1
838 838 4
51 180 1
469 977 5
475 202 9
248 515 7
884 26 1
581 759 2
505 607 4
576 94 1
217 534 2
600 886 6
317 44 2
484 243 2
22 921 5
518 599 10
951 564 4
497 67 9
387 285 9
804 387 1
390 974 5
667 598 3
55 431 7
199 115 6
172 406 7
347 306 2
652 932 4
982 709 1
53 516 5
155 592 1
600 898 1
119 561 1
665 159 4
693 776 6
77 358 2
924 134 2
255 930 6
452 844 5
88 325 10
794 1 2
58 849 6
620 820 4
3 287 4
362 350 1
880 577 4
344 964 6
148 367 7
188 414 4
469 940 9
700 419 10
239 675 6
837 17 9
779 380 9
635 901 3
225 685 7
533 51 6
520 245 4
747 259 2
231 829 8
291 734 9
411 776 10
380 664 3
875 786 4
977 484 4
14 786 4
62 244 4
834 95 5
464 554 8
977 100 10
397 563 7
299 1 10
544 624 3
658 243 7
998 954 3
660 132 4
291 308 1
433 416 8
572 606 1
501 528 8
263 979 6
588 1 9
686 784 7
264 154 7
350 123 4
724 521 7
310 832 7
136 425 8
894 702 7
396 276 5
209 243 9
631 634 7
744 162 10
815 587 7
14 840 10
846 705 8
446 501 6
620 174 2
198 933 2
110 505 1
250 125 7
760 471 8
962 892 1
576 296 8
595 743 6
512 12 10
241 308 4
742 619 8
859 133 10
110 869 7
376 188 2
338 80 7
472 399 4
788 274 2
710 755 6
908 298 5
466 132 1
758 9 4
884 126 6
479 767 10
766 806 10
653 716 1
78 757 6
926 470 4
816 123 3
864 378 10
464 941 4
642 712 5
88 327 1
271 224 3
902 60 9
221 282 3
654 507 6
700 872 7
746 671 9
705 289 4
302 458 2
413 735 2
59 849 8
868 525 8
193 83 7
968 181 2
750 538 9
789 186 8
567 695 1
739 164 7
570 674 5
106 168 3
665 239 3
537 687 4
835 767 5
759 910 3
835 513 9
421 564 10
219 602 6
346 631 1
1 69 5
387 82 3
549 809 6
811 628 3
644 377 7
897 586 5
23 173 9
986 321 2
26 929 1
920 514 10
453 194 5
184 716 8
9 676 8
161 642 9
841 959 2
464 203 6
930 808 1
195 211 7
480 466 7
661 755 6
957 459 8
973 43 6
578 472 7
964 827 8
537 920 3
995 250 3
658 453 4
657 37 5
613 82 6
290 219 10
674 782 9
156 607 4
87 730 1
412 715 6
476 784 8
956 522 4
960 897 1
105 771 9
261 320 1
5 652 10
629 274 7
533 532 9
672 639 8
229 905 4
991 317 6
511 864 7
704 567 2
655 52 6
442 538 7
883 765 5
797 852 5
726 569 3
83 972 10
605 541 3
265 643 1
9 137 9
907 264 7
463 246 1
54 485 5
351 959 10
383 440 6
285 253 8
78 201 5
92 898 10
645 12 2
524 466 5
597 543 1
858 236 7
762 568 5
496 515 7
545 77 6
14 737 2
935 646 3
423 577 8
430 843 9
683 731 5
63 876 8
802 597 7
225 616 3
349 713 6
379 479 4
356 185 2
366 39 8
342 531 5
790 640 4
713 482 9
279 601 9
793 889 4
162 884 7
191 509 9
349 467 8
531 915 1
490 757 10
283 539 3
519 879 4
552 684 2
803 335 9
73 115 6
57 379 2
4 740 9
269 640 7
95 468 3
593 262 3
613 200 2
170 462 5
464 709 4
529 197 10
939 564 5
141 645 4
96 958 5
550 438 3
820 803 6
902 284 10
787 580 7
729 310 4
417 707 5
163 888 7
505 824 5
594 352 1
598 14 6
306 180 7
313 67 2
206 916 9
