1000 1456
260 465 5
813 289 3
510 988 8
189 869 4
214 587 6
89 256 5
386 347 3
133 287 7
724 490 4
237 307 3
785 568 1
332 932 10
747 202 4
744 98 8
827 302 3
37 401 1
183 78 8
64 1 4
280 942 5
33 406 9
346 718 5
106 208 9
584 537 8
530 912 10
311 617 7
312 973 2
127 689 4
154 868 2
79 843 9
762 983 10
156 443 3
769 692 4
461 860 7
689 541 10
976 853 7
752 267 8
704 38 6
867 401 7
693 788 8
536 535 5
822 347 3
895 796 5
955 275 3
523 125 7
140 654 10
900 607 8
480 924 3
611 279 5
549 665 4
96 59 2
202 137 3
750 329 7
583 506 9
347 697 9
218 147 9
425 364 1
573 781 10
246 753 1
126 506 7
49 685 9
630 227 3
893 245 4
858 263 5
399 484 1
79 788 9
80 182 7
247 379 7
685 584 2
287 894 1
888 965 8
382 17 6
452 451 9
571 114 1
805 122 8
340 467 6
501 306 9
12 334 3
605 973 3
652 510 7
914 736 6
335 986 2
97 930 5
783 80 6
103 477 1
395 144 9
445 12 8
53 848 1
916 523 1
759 127 1
54 672 10
232 701 9
342 515 8
651 654 5
623 688 7
214 623 5
313 18 8
162 334 10
901 731 6
797 333 5
378 139 8
559 465 5
44 672 6
169 244 6
514 990 8
884 597 2
227 875 1
769 52 7
821 390 3
183 951 10
343 426 1
873 872 5
665 801 5
221 579 9
199 795 7
766 58 4
136 623 10
162 771 9
963 379 1
171 520 4
943 496 10
7 862 9
105 48 3
720 575 6
184 377 4
322 149 9
902 182 6
134 461 5
405 253 4
62 657 5
489 92 4
250 664 2
659 684 10
824 220 7
496 549 10
906 450 4
574 795 4
364 350 6
928 918 5
845 54 5
452 217 9
3 544 4
222 715 9
832 130 1
332 440 2
124 602 1
702 84 2
161 608 10
687 494 9
905 793 6
223 340 10
84 996 4
28 631 1
670 377 6
124 674 1
585 66 1
932 532 5
271 15 9
394 917 10
228 543 1
245 473 6
611 479 2
763 201 9
67 445 2
703 214 6
628 680 3
240 95 1
320 820 10
529 292 9
754 102 2
539 399 1
304 878 9
834 569 8
627 528 2
948 213 6
117 953 10
783 849 8
387 728 2
363 444 10
100 461 2
649 886 1
167 14 10
840 187 1
623 390 7
173 355 1
956 245 6
715 437 4
772 447 9
309 369 1
771 589 3
543 832 1
649 744 9
484 14 9
259 227 9
77 177 3
70 777 4
978 757 3
306 129 5
577 996 8
602 785 4
798 675 6
341 999 7
969 882 3
106 836 1
523 256 10
726 35 1
45 211 10
522 377 10
168 226 7
792 212 1
404 40 7
524 841 3
615 90 4
607 317 3
623 616 1
576 367 8
715 562 6
982 125 9
543 434 3
313 514 9
187 342 7
752 977 5
500 886 10
628 251 9
883 385 8
820 115 1
556 486 7
451 786 6
216 558 10
534 571 10
10 25 4
847 787 7
474 524 7
395 928 10
343 416 10
225 754 7
98 621 1
644 669 6
644 347 2
33 580 6
598 868 4
997 590 8
201 882 5
586 428 3
684 59 6
863 9 4
242 310 7
565 667 9
516 144 8
370 51 3
865 246 4
74 471 6
133 991 1
807 148 6
249 838 6
552 658 8
695 583 5
107 181 3
207 281 10
366 696 10
443 941 10
88 536 10
542 619 3
421 412 3
823 319 7
839 216 3
769 620 10
747 656 3
381 258 4
125 409 10
853 748 2
372 310 9
24 907 3
224 40 6
756 324 4
120 4 5
225 754 5
193 13 3
634 728 9
654 759 9
723 380 3
807 323 4
510 67 3
591 680 4
550 27 9
378 53 2
326 763 10
404 38 7
623 111 1
480 277 1
355 365 7
777 347 9
667 364 4
782 466 9
370 689 1
518 54 8
998 764 5
670 846 5
461 349 8
885 247 1
540 56 8
509 474 6
677 891 1
798 616 5
806 484 4
597 654 7
535 799 4
109 626 1
492 41 7
684 640 2
337 366 7
192 175 9
867 697 10
622 813 2
54 300 2
723 961 5
290 574 5
20 117 5
978 93 10
697 305 9
535 374 10
995 708 5
798 927 9
713 341 4
139 954 6
327 289 1
158 743 1
78 544 8
446 254 5
525 802 10
888 629 6
363 12 1
458 887 7
940 886 10
368 157 5
425 924 4
133 670 7
879 201 2
341 254 2
917 556 7
893 640 6
749 293 3
653 376 8
703 349 4
713 478 3
624 894 9
870 217 10
748 287 9
982 945 6
667 427 7
626 661 5
979 12 1
138 517 4
98 307 2
495 961 3
136 125 6
242 568 1
633 351 3
506 872 8
969 395 5
633 109 5
248 776 1
646 912 8
983 898 3
916 60 4
917 476 1
436 119 4
602 833 3
154 458 6
181 332 9
144 628 6
586 272 3
144 291 1
415 76 10
8 950 7
971 760 1
490 443 1
526 53 8
589 273 10
542 174 3
111 60 8
110 477 1
874 556 9
642 862 5
104 489 2
718 546 10
192 156 9
864 221 9
817 807 4
96 783 9
823 465 1
268 349 1
358 269 4
81 969 10
741 434 1
457 40 1
826 811 7
598 290 10
343 752 6
900 835 10
4 877 3
427 678 2
935 588 4
693 489 4
847 816 7
309 549 10
129 712 9
804 413 4
488 523 3
33 476 3
391 346 2
26 435 8
860 850 9
980 387 10
778 32 4
90 450 5
241 805 5
411 233 7
488 189 2
658 594 6
859 340 4
256 367 9
674 379 10
474 774 10
127 357 6
824 203 8
198 176 3
504 941 1
78 614 2
785 112 4
93 295 7
903 76 10
976 741 10
604 726 3
922 58 8
476 848 3
649 568 10
239 407 6
610 298 1
892 671 1
589 464 1
815 17 10
713 360 9
370 539 10
370 28 3
264 931 3
185 350 4
7 679 1
13 472 3
450 488 9
728 396 2
219 454 7
724 217 9
314 521 6
709 917 8
5 807 1
937 68 4
12 512 3
931 352 6
163 686 5
172 695 2
211 356 9
614 91 9
186 302 5
440 529 9
113 72 10
131 906 7
564 86 8
825 899 8
8 482 6
580 745 9
430 161 8
561 129 2
399 90 4
970 248 10
876 794 9
62 130 1
666 909 3
571 792 7
661 899 10
905 718 2
212 593 7
848 27 6
271 666 1
833 166 8
399 543 5
899 115 4
841 307 1
351 583 5
971 411 1
785 673 2
335 159 9
903 539 1
24 34 1
491 709 8
937 955 10
279 170 8
154 666 6
64 246 7
293 156 9
306 208 2
5 579 8
645 476 5
605 437 5
117 944 8
157 797 10
189 200 5
684 300 8
953 36 1
991 523 1
692 776 2
606 344 5
885 223 4
947 490 9
423 270 9
456 386 9
49 82 1
467 783 1
763 13 4
300 228 5
603 53 9
962 586 7
157 165 9
24 619 9
520 470 7
66 319 3
14 691 10
135 885 8
137 338 8
626 538 9
687 793 10
16 932 4
451 627 4
639 91 10
220 701 7
347 357 2
696 488 4
706 826 5
347 439 10
427 388 4
246 444 4
257 731 3
21 424 5
303 714 4
494 293 5
965 522 4
107 709 5
395 783 9
605 326 8
189 659 7
137 632 9
434 691 5
681 885 7
323 195 5
836 767 3
405 799 7
278 354 6
633 971 9
958 57 6
599 985 7
751 783 10
868 936 2
17 236 3
818 678 6
69 230 4
345 862 10
847 990 1
806 861 6
934 969 8
942 24 8
487 487 9
809 874 5
609 800 1
228 5 4
298 231 7
334 627 3
239 412 1
895 407 1
395 397 5
278 59 6
646 612 8
441 543 4
738 749 4
755 739 9
450 339 2
999 990 9
845 446 6
972 753 10
589 122 8
422 82 6
585 853 10
917 818 5
937 438 2
663 348 2
461 743 10
214 823 1
353 719 10
400 957 1
853 651 1
204 754 3
23 265 10
968 285 3
275 679 4
55 176 4
525 540 2
28 333 2
642 972 10
41 575 7
75 695 1
889 875 9
493 174 4
779 691 6
674 784 2
339 736 4
807 869 9
759 495 1
232 840 2
161 9 8
473 902 7
310 517 9
664 962 3
989 50 7
935 339 3
26 504 6
917 444 5
260 885 4
180 531 2
354 508 3
995 77 2
690 107 9
746 165 9
885 972 1
397 343 5
669 861 4
950 111 8
785 626 7
711 54 3
486 372 5
675 404 3
404 66 9
932 640 6
437 112 3
74 852 3
96 932 4
967 476 9
58 653 5
392 434 7
202 968 3
193 969 7
739 79 4
567 149 8
644 985 1
7 289 10
904 555 4
426 280 6
89 719 6
116 554 10
778 415 2
936 463 7
962 759 2
461 679 2
433 785 1
735 123 5
535 320 6
170 156 7
621 808 8
30 831 4
274 589 1
358 269 9
979 414 8
622 966 10
445 392 6
901 879 3
848 954 5
388 599 5
32 904 8
987 378 9
874 55 10
233 23 1
968 817 2
865 462 6
260 52 6
59 33 6
892 436 6
919 47 10
1 63 9
994 308 8
943 707 8
727 490 3
989 731 8
39 272 4
248 736 8
245 693 2
649 559 3
421 849 8
337 73 2
964 935 7
658 682 9
430 380 5
849 259 10
339 991 4
22 924 4
297 93 8
557 788 3
64 414 6
98 125 5
593 435 9
880 898 8
280 217 5
517 140 6
735 981 6
711 394 9
439 451 10
293 251 4
676 427 2
166 568 10
496 662 4
534 748 2
161 528 10
704 406 1
620 115 5
626 949 1
232 600 5
576 778 1
192 732 3
579 116 2
722 889 8
22 53 1
371 517 8
354 558 8
378 82 7
624 143 4
387 16 4
263 247 5
846 419 6
80 966 1
166 697 7
689 650 6
618 753 4
922 277 6
1000 103 1
537 860 7
970 719 9
658 443 10
796 667 8
648 876 1
354 345 5
836 540 5
147 650 8
835 579 8
456 295 1
328 421 4
859 368 6
904 330 2
179 322 4
269 690 3
531 621 7
512 701 9
118 436 9
564 937 2
