200 500
163 131 5
134 108 8
147 199 1
132 85 2
136 193 10
172 3 2
114 191 5
93 19 4
97 153 7
17 141 10
149 177 2
63 190 3
137 123 9
30 43 2
128 195 5
11 49 10
103 139 10
75 194 1
84 143 2
138 42 9
166 138 1
111 32 5
11 133 9
199 23 6
162 116 10
152 142 7
0 179 8
186 11 7
