1000 1294
861 352 10
632 383 5
691 765 10
96 377 8
947 821 6
723 363 5
791 710 6
255 765 4
663 990 10
523 427 2
1000 431 7
123 800 5
508 433 2
862 720 10
336 197 8
470 713 5
582 379 1
417 40 5
889 289 7
425 885 5
905 910 2
799 563 6
882 465 10
245 7 5
639 409 3
83 699 7
699 57 3
512 909 1
566 98 3
438 922 8
757 437 4
562 881 7
127 29 2
982 979 9
50 89 5
673 409 10
626 355 1
70 877 9
549 659 4
409 210 1
10 493 1
22 933 8
284 206 4
439 370 10
388 884 7
62 781 9
806 528 5
726 504 4
995 386 4
477 768 1
556 208 1
226 520 9
519 596 10
351 31 3
853 394 5
958 729 4
108 353 4
772 185 10
207 112 7
275 741 10
910 435 4
6 264 3
585 745 7
753 280 3
495 906 5
822 606 6
839 843 2
779 351 2
48 439 2
642 570 10
286 756 7
256 509 10
12 711 3
456 111 8
209 135 9
327 627 10
386 546 4
60 236 9
936 987 8
501 311 9
324 838 4
446 397 1
342 58 8
556 791 2
601 411 6
944 295 3
676 110 2
603 294 1
809 10 1
359 543 5
436 390 9
546 25 3
348 1 8
496 506 8
733 206 9
46 932 10
137 620 8
862 651 9
471 364 4
472 16 4
728 212 9
504 188 9
214 343 8
932 412 4
472 673 5
803 487 5
101 966 5
838 662 7
37 238 2
746 111 8
966 688 5
36 211 7
581 514 3
259 852 2
723 582 10
748 46 8
329 536 6
400 353 9
307 985 8
217 935 5
802 605 2
52 737 2
501 533 8
136 385 9
927 179 6
166 352 5
684 151 5
66 63 2
395 498 10
780 1 10
136 4 3
527 813 6
260 221 7
92 65 7
960 678 7
249 797 1
993 203 2
706 544 5
432 513 4
419 560 5
241 252 2
235 360 5
178 608 9
757 607 6
790 754 10
250 243 9
10 203 2
966 31 3
941 652 2
291 597 1
638 213 8
513 128 5
361 875 5
788 489 2
899 536 2
608 305 1
257 269 7
984 533 5
256 572 1
366 848 5
129 882 4
145 274 8
468 904 6
906 849 6
936 697 7
872 451 3
424 191 1
360 731 5
747 581 5
914 714 9
648 898 6
159 659 3
730 280 6
439 893 2
26 838 7
169 855 7
649 639 6
535 731 5
393 8 10
8 80 8
334 622 9
964 781 7
515 579 2
232 944 3
913 26 6
291 242 5
154 578 2
174 72 10
413 931 1
622 637 10
189 741 6
425 986 8
814 416 10
548 453 8
625 604 8
126 474 2
411 139 8
163 761 5
785 957 10
262 549 3
709 254 5
660 416 5
510 355 7
153 476 3
63 283 1
248 187 9
713 926 1
716 43 9
601 472 3
356 313 10
133 406 10
848 537 9
896 420 9
567 591 9
143 52 10
561 185 7
132 741 9
842 363 4
54 969 9
957 427 2
159 211 3
94 779 2
822 796 7
634 675 9
813 712 8
56 899 8
588 708 9
222 66 10
721 490 3
353 656 2
739 736 3
71 969 4
526 822 3
890 855 4
262 598 4
89 810 3
664 192 4
479 927 2
64 558 5
465 58 3
234 755 4
997 476 4
158 60 5
98 396 8
834 417 6
574 592 4
31 271 3
456 272 6
897 896 4
641 368 1
944 33 5
444 79 8
111 702 3
124 889 7
965 548 5
480 139 2
925 534 4
185 146 9
127 246 3
497 801 8
782 859 2
779 335 10
910 861 3
923 14 6
155 535 1
176 22 6
273 294 1
106 239 10
534 869 7
417 649 4
671 713 5
414 204 9
946 114 8
923 753 10
611 466 9
282 177 9
625 995 2
243 391 5
160 384 3
724 770 2
30 552 2
148 199 10
876 407 9
885 935 3
977 879 9
47 375 1
191 94 5
871 237 10
347 278 3
76 441 4
545 102 8
584 978 3
584 417 6
676 678 1
437 399 8
653 458 3
382 805 2
388 993 6
407 314 2
741 506 7
225 471 1
294 611 10
75 372 8
182 561 2
896 601 2
92 732 10
952 846 9
688 909 1
565 695 1
56 411 1
119 430 6
571 954 3
211 393 1
354 480 6
717 834 10
344 26 8
351 455 4
459 904 1
670 189 2
348 420 4
323 545 10
994 679 3
715 364 6
788 784 4
930 662 1
849 405 7
193 762 9
806 940 1
699 772 1
871 927 8
776 83 5
292 553 7
765 452 2
489 969 5
744 614 8
969 737 8
414 131 6
88 278 4
53 773 7
738 371 6
961 295 7
370 775 6
936 630 7
450 217 5
986 561 9
525 119 9
984 403 9
795 866 1
194 80 5
999 51 8
104 939 2
641 802 3
807 955 6
167 910 2
568 207 4
752 461 2
530 801 1
3 307 3
783 885 9
834 376 10
671 448 9
375 713 6
332 254 5
343 786 2
641 905 8
612 371 3
25 615 10
114 748 1
2 907 5
587 743 5
250 179 5
70 490 5
429 623 9
642 348 3
433 555 8
181 609 4
43 19 1
362 730 7
687 169 1
940 144 4
367 669 1
360 939 5
984 833 4
284 622 3
791 489 3
479 229 3
159 708 3
472 150 1
24 90 3
96 611 3
959 48 9
493 916 10
805 600 2
353 885 9
978 726 9
507 513 8
80 42 3
152 540 10
891 55 4
994 177 7
106 46 7
708 351 6
34 939 1
29 448 9
679 326 2
680 790 6
935 42 8
985 692 4
588 641 8
664 397 7
2 747 6
497 57 10
16 202 6
929 990 5
929 715 6
279 20 10
678 929 4
31 893 7
299 925 1
191 10 4
856 960 10
407 655 2
631 69 5
872 713 1
178 741 7
547 680 7
785 803 2
53 324 3
232 15 6
315 145 8
702 988 8
921 642 1
864 188 9
728 221 9
795 597 9
361 401 7
522 266 2
771 610 9
612 549 8
541 238 8
265 106 3
21 609 4
640 73 7
595 643 3
654 965 5
955 189 1
689 872 4
76 931 7
553 695 2
534 762 5
111 45 10
517 421 7
920 63 2
887 631 9
640 382 4
672 304 10
775 196 5
160 633 10
841 612 10
854 134 6
240 884 4
762 283 4
502 243 6
607 723 8
375 975 2
248 183 7
235 264 10
919 786 4
252 81 1
41 266 7
841 473 4
35 325 1
894 189 7
371 188 2
855 654 9
682 131 9
88 269 10
437 84 9
673 577 3
471 421 1
644 109 2
229 119 5
91 525 5
421 501 4
355 653 1
828 791 9
580 747 8
912 153 2
692 148 5
58 167 5
930 709 3
690 916 1
735 275 5
893 904 10
578 207 2
228 849 6
268 434 9
876 318 8
670 228 8
812 734 1
189 568 2
398 281 8
852 163 6
477 888 6
849 275 4
121 824 4
661 56 7
892 873 10
490 501 9
761 230 2
842 29 6
915 516 4
211 532 2
774 564 2
426 104 9
729 711 4
24 608 4
831 546 7
362 525 8
309 108 1
800 413 1
822 830 10
529 716 3
667 14 6
600 328 8
299 123 4
160 737 4
945 696 7
529 347 3
766 767 3
140 688 9
34 473 4
583 851 1
187 423 8
764 13 10
717 842 9
645 538 8
647 353 7
559 568 7
191 92 10
197 831 4
174 680 1
195 177 6
836 79 6
101 747 7
363 569 2
176 870 1
752 417 7
74 604 8
728 877 4
471 533 5
799 286 3
364 976 3
815 91 6
928 533 9
814 920 8
707 881 1
208 928 7
174 156 5
31 254 4
357 843 3
383 140 4
965 808 4
361 261 3
451 798 9
548 369 2
779 8 7
716 137 6
146 39 8
194 132 2
124 649 2
624 238 9
612 178 8
27 330 1
244 8 8
330 933 7
130 395 5
678 856 10
28 55 3
828 253 10
713 661 2
567 889 1
864 10 6
747 6 7
220 781 10
168 25 4
857 703 9
856 690 4
705 291 3
687 538 6
451 333 6
569 680 7
853 693 5
635 987 10
17 412 10
724 192 3
327 665 9
367 961 7
356 904 10
709 917 4
800 429 3
655 995 8
963 885 7
662 981 10
142 847 10
926 340 2
781 327 1
829 162 3
87 373 4
133 616 6
772 738 6
959 484 4
957 640 7
265 729 2
932 106 8
132 530 5
215 733 6
398 850 10
839 357 5
563 105 1
357 300 9
385 837 1
676 142 5
390 302 4
139 597 2
97 577 1
396 408 8
131 321 9
16 469 1
449 552 7
669 957 6
791 64 7
70 913 3
571 803 1
833 669 7
349 599 2
848 798 4
720 447 8
490 363 1
950 42 3
602 271 9
77 864 9
631 136 8
323 663 7
409 335 8
305 733 2
730 585 2
42 734 7
397 431 2
80 892 7
392 82 8
466 493 9
392 989 8
201 510 10
168 972 6
722 924 7
972 765 2
128 12 8
514 42 5
909 901 9
820 319 6
640 231 1
903 312 3
199 375 5
972 358 10
402 109 6
108 415 7
746 540 4
261 521 10
737 373 1
46 394 5
733 231 5
74 198 2
5 190 2
907 340 9
123 501 8
233 820 8
409 708 10
507 375 9
649 982 8
729 545 9
494 59 4
502 654 3
197 210 4
99 696 6
438 33 6
770 398 1
362 321 4
507 873 10
346 535 2
410 716 8
937 545 5
344 611 4
605 243 9
843 90 3
674 32 3
76 859 2
358 160 3
600 403 2
176 797 10
720 187 1
89 588 3
924 884 9
525 545 4
414 766 6
908 245 10
810 200 5
142 19 10
384 971 5
335 435 3
679 236 4
598 86 6
870 484 1
85 191 6
629 257 2
268 423 10
946 992 3
851 723 6
533 204 8
777 189 2
920 98 4
729 481 2
979 815 5
191 484 2
165 204 2
612 699 7
270 438 2
654 946 2
670 924 8
986 264 10
562 593 8
760 417 4
709 140 10
513 960 6
171 976 10
40 318 8
774 331 4
320 280 1
859 146 6
974 19 3
682 102 6
777 511 1
131 48 10
45 931 2
660 916 8
717 242 8
916 952 9
468 950 1
799 899 6
746 334 3
137 114 5
576 651 6
286 633 6
234 526 2
595 925 3
803 424 6
143 281 3
377 89 1
893 958 3
961 713 10
731 113 1
566 129 2
568 502 2
109 645 6
271 789 2
312 852 2
204 635 4
762 798 8
778 242 5
737 189 5
564 697 9
276 283 3
945 752 1
125 513 3
577 570 8
633 149 7
338 645 3
571 572 9
262 19 9
962 745 9
117 362 8
130 372 9
587 127 9
645 632 2
622 202 7
253 542 2
302 395 4
741 101 10
740 189 2
140 293 2
828 21 5
253 324 1
718 695 6
230 586 10
577 410 4
987 712 5
320 43 7
716 249 8
768 313 6
943 1000 1
839 209 10
27 932 9
785 237 2
895 347 4
626 890 7
499 609 10
676 768 5
719 914 3
741 916 4
851 154 6
214 122 5
744 41 8
493 737 7
386 838 6
667 643 9
444 411 3
447 693 1
377 399 7
270 725 6
272 915 6
263 796 5
435 627 4
312 148 6
329 599 2
708 958 2
673 239 5
628 499 2
783 64 4
580 869 1
10 803 5
994 156 3
63 944 3
527 441 2
237 632 2
479 668 9
500 757 9
677 508 3
40 176 1
839 527 8
114 977 9
548 679 1
210 181 5
964 837 6
819 416 9
516 930 8
429 102 7
130 12 3
338 538 4
328 165 2
686 14 7
474 910 6
462 409 8
820 685 2
173 745 9
80 525 7
732 340 6
218 570 4
700 222 3
711 478 1
439 991 6
845 1 2
381 510 8
842 958 8
962 795 10
68 404 3
936 673 8
750 751 1
449 597 1
158 88 10
130 899 10
518 960 10
880 694 4
987 364 10
340 763 3
443 154 7
330 353 3
162 560 4
665 33 9
720 596 1
690 510 6
594 773 6
660 493 3
864 11 1
563 12 10
217 741 10
705 331 10
175 796 8
310 597 2
668 601 1
795 65 8
899 373 3
483 566 6
801 531 8
898 750 10
549 245 6
511 867 9
84 542 1
595 144 5
526 799 4
606 59 1
995 21 9
907 725 5
29 827 10
394 869 5
410 376 6
108 300 7
727 550 1
479 969 1
207 406 4
27 743 6
923 631 2
318 695 6
256 930 2
788 514 2
916 961 8
810 388 2
988 731 9
633 341 7
919 732 8
482 733 3
245 238 10
275 741 7
719 357 10
353 91 8
836 763 3
880 338 7
21 452 7
849 991 6
42 257 1
157 732 7
480 606 5
785 879 9
747 880 2
423 26 8
706 109 2
711 786 2
118 711 3
694 684 1
466 663 10
585 123 5
333 778 7
967 565 7
65 598 8
28 566 10
42 626 6
240 628 10
123 750 1
138 449 5
879 222 10
801 595 1
229 954 1
925 496 7
71 156 9
30 784 9
765 91 7
311 826 2
546 606 7
197 530 9
164 956 1
958 358 10
695 429 5
923 482 8
802 84 10
510 424 8
994 841 8
951 365 5
715 356 8
982 52 3
781 338 3
592 610 4
172 717 7
816 960 10
549 316 5
87 551 5
729 699 9
942 367 5
116 372 8
309 796 8
849 107 3
748 622 9
706 518 2
593 445 7
355 625 1
340 280 2
732 781 2
454 663 8
97 196 7
198 129 1
256 41 7
889 557 6
914 646 8
694 575 7
725 573 9
824 849 7
41 950 8
944 850 1
29 989 4
739 456 8
811 298 5
988 138 1
581 695 2
313 577 7
302 505 2
85 561 9
652 657 8
480 674 7
184 944 7
542 789 3
109 254 8
717 727 6
979 132 10
423 197 8
604 755 5
948 558 8
248 838 2
486 457 7
891 217 8
412 727 7
403 933 9
429 265 7
898 850 10
954 960 6
393 371 7
860 591 8
3 231 9
883 310 2
199 73 3
468 270 8
18 68 1
733 681 7
196 343 1
509 953 3
783 669 4
505 862 10
658 917 9
331 868 2
336 45 5
359 279 8
319 640 2
271 248 1
23 496 2
940 970 8
627 680 5
313 229 3
704 590 9
26 139 3
834 937 9
968 675 9
577 430 9
200 360 10
423 865 9
100 775 2
323 943 9
94 109 9
831 301 8
657 198 1
118 750 4
120 999 10
647 296 2
975 59 2
531 212 8
863 951 4
263 334 3
958 519 6
973 551 3
784 367 7
476 353 2
738 200 9
734 90 6
417 334 7
629 300 5
992 765 10
473 326 2
